HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
P211,Disabled on Website,The Tilos Triangle Pen,A plastic click action ballpoint pen with a triangular soft grip and black ink.,"Imprint Area : 1 1/2''w x 1/4''h                                  (Optional Clip imprint): 1''w x 1/4''h     Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1047,"Red, Purple, Orange, Green",,21,13,8,29,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P212,Active/All Products,The Santa Cruz 2 Way Pen,"A 2 color multiple ink pen. Blue pen comes with blue and red ink, black pen comes with Black and red ink.","Imprint Area: 1 1/2''w x 5/16''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1048,"Blue, Black",5 3/4 Long,25,13,11,35,1000,3 Day Service (R),250,500,1000,2500,,0.79,0.75,0.69,0.65,,24 Hour Rush (R),250,500,1000,2500,,0.99,0.95,0.89,0.85,,10 Weeks,10000,25000,50000,,,0.35,0.33,0.31,,
P233,Disabled on Website,The Martinique Pen,"A plastic barrel click action ballpoint pen with black ink, a metal pocket clip and a soft grip that snuggles to your hand.","Imprint Area: 1 5/8''w x 5/16''h   Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1049,"Black, Red, Orange, Green",,8,13,22,31,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P267,Active/All Products,Santorini Pen,A plastic click action ballpoint pen with a soft grip and black ink. Maximum one color for wrap imprint.,"Imprint Area: (Side Imprint): 2w x 1/4h                                   (Wrap): 2''w x 3/8''h (1 Color Max)     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time is 5 business days after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1050,"Red, Yellow, Green",5 1/2 Long,19,12,8,32,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P268,Active/All Products,Jamaica Tri Grip Pen,"A plastic barrel click action ballpoint pen with black ink, a metal pocket clip and a soft grip that snuggles to your hand. Maximum one color for wrap imprint.","Imprint Area: (Side Imprint): 2''w X 5/16''h                            (Wrap):2''w x 3/4''h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1051,"Blue, Red, Green",5 1/2 Long,21,13,21,32,1000,3 Day Service (R),250,500,1000,2500,,0.79,0.75,0.69,0.65,,24 Hour Rush (R),250,500,1000,2500,,0.99,0.95,0.89,0.85,,10 Weeks,10000,25000,50000,,,0.39,0.35,0.33,,
P281,Active/All Products,Key Largo Pen,A plastic click action ballpoint pen with a soft grip and black ink.,"Imprint Area: 2 1/4w x 5/16h (1 Color Max)     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1052,"Blue, Red, Yellow, Green",,18,13,8,33,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P291,Active/All Products,The Coronado Twister Pen,"A deluxe click action ballpoint pen with a soft grip, metal pocket clip and black ink. Maximum one color for wrap imprint.","Imprint Area: Standard (Wrap): 2 1/8''w x 7/16''h (1 Color Max)                           Optional (Side): 2 1/8w x 1/4h     Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1053,"Red, Yellow",,13,8,17,33,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P310,Active/All Products,The Chilean Pen,A slender click action ballpoint pen with a soft rubber grip. Tap the clip to retract the ball point. Comes with black Ink.,"Imprint Area: (Side Imprint only): 1 3/4''w x 1/4''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time is 5 business days after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1054,"Black, Green",5 1/2,18,12,8,20,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P317,Disabled on Website,The Catalina Pen,"A click action ballpoint pen with black ink, a soft grip and a metal pocket clip. Maximum one color for wrap imprint.","Imprint Area: (Wrap): 1 1/2''w x 9/16''h (1 color only)   Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1055,"Blue, Green",,19,12,19,26,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P319,Active/All Products,The Tongan Pen,Click action pen comes with black ink and ergonomic grooved rubber grip. Includes black ink.,"Imprint Area: (Wrap): 1 1/2''w x 3/4''h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1056,"Blue, Silver",5 1/2,17,13,8,23,1000,3 Day Service (R),250,500,1000,2500,,0.69,0.59,0.55,0.49,,24 Hour Rush (R),250,500,1000,2500,,0.89,0.79,0.75,0.69,,10 Weeks,10000,25000,50000,,,0.35,0.29,0.28,,
P322,Active/All Products,The Galapagos Pen,"A click action ballpoint pen with black ink, a soft grip and a metal pocket clip. Maximum one color for wrap imprint.","Imprint Area: (Side Imprint): 1 3/4 w x 5/16 h                                  (Wrap): 1 3/4''w x 1 3/4''h  (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1057,"Blue, Black, Silver, Green, Burgundy",5 1/2 Long,19,13,18,30,1000,3 Day Service (R),250,500,1000,2500,,0.75,0.69,0.65,0.59,,24 Hour Rush (R),250,500,1000,2500,,0.95,0.89,0.85,0.79,,10 Weeks,10000,25000,50000,,,0.35,0.33,0.31,,
P323,Active/All Products,The Kefalonia Pen,"A plastic click action ballpoint pen with black ink, a soft grip and a metal pocket clip. Maximum one color for wrap imprint.","Imprint Area: (Side): 1 3/8w x 5/16h                          (Wrap): 1 11/16''w x 11/16''h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1059,"Red, Purple, Green",5 3/8 Long,19,13,19,30,1000,3 Day Service (R),250,500,1000,2500,,0.75,0.69,0.65,0.59,,24 Hour Rush (R),250,500,1000,2500,,0.95,0.89,0.85,0.79,,10 Weeks,10000,25000,50000,,,0.35,0.33,0.31,,
P339,Active/All Products,The Tazmanian Twister Pen,"A deluxe click action ballpoint pen with black ink, an extra soft grip, a colorful cap top and a metal pocket clip. Maximum one color for wrap imprint.","Imprint Area: Standard(Wrap): 1 3/4''w x 9/16''h (1 Color Max)   Price includes a one color one location imprint. Standard imprint opposite of the clip wrap imprint one color only. Additional colors and locations $0.30 (v), plus setup charges of $50 (v). Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1060,"Yellow, Green",,17,7,21,29,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P346,Active/All Products,Metallic Mykonos Pen,"A plastic click action ballpoint pen with black ink, a soft grip and wavy design. Maximum one color for wrap imprint.","Imprint Area: (Side Imprint): 1 1/2w x 5/16h                                   (Wrap): 1 1/2w x 1/2h (1 Color Max)     **24 Hour Rush must be 1-color / 1 location only to qualify.**   Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1061,"Blue, Black, Red, Purple",5 1/2 Long,23,13,24,32,1000,3 Day Service (R),250,500,1000,2500,,0.69,0.65,0.59,0.55,,24 Hour Rush (R),250,500,1000,2500,,0.89,0.85,0.79,0.75,,10 Weeks,10000,25000,50000,,,0.26,0.25,0.24,,
