itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
12802,UM02,"60"" Two Tone Golf Umbrella",Lifestyles and Golf,Golf,2011,N,China,N,3,"The perfect golf give-away with 8 big and bright panels to show off your company logo. , Auto-open function. , Constructed of  polyester this 60Ó umbrella features a metal shaft and ribs, a wood handle.,",Polysleeve,$55.00(G)/color/Geopanel (GeoPanel: one time set-up),"Red/Black, Black/White, Navy/White, Blue/Black","Geo-Panel, Silkscreen, Multi-Color Transfer","4""h x 9""w ",Silkscreen,Umbrella Panel 1,4,9,Umbrellas | Lime/Gray | Navy/White | 12802 | UM02 | Golf | Umbrella | 60 | Two | Tone | Lifestyles | 12802;UM02 | Function | Auto-open | Features | shaft | a | Wood | constructed |  | Handle | this | of | and | a | ribs | Polyester | 60Ó | metal | Off | the | Show | 8 | Logo | your | give-away | with | Bright | Perfect | to | big | company | panels | May | available | Late | Inventory | Red/White | Red/Black | Blue/White | Black/White | Blue/Black | Transparent | Clear | Green/White | Navy | Multi-Color | transfer | Geo-Panel | Silkscreen |,http://ca.starline.com/content/image/product/pp_12802.jpg,http://ca.starline.com/content/image/product/tn_12802.jpg,4C                         ,25,49,16.99,50,99,16.44,100,249,15.89,250,499,14.79,20,25,41,9,7,39.5,1,0,1.25
12804,UM04,"46"" Executive Golf Umbrella",Lifestyles and Golf,Golf,2011,N,China,N,3,"Matching shoulder sling included. , Constructed out of Pongee material., This umbrella features black metal shaft and ribs, a gray EVA handle and an auto-open button for easy use. ,",Polysleeve,$55.00(G)/color/GeoPanel (GeoPanel: one time set-up),Lime/Gray,"Silkscreen, Multi-Color Transfer, Geo-Panel","3""h x 6""w ",Silkscreen,Umbrella Panel 1,3,6,Umbrellas | Orange/Gray | Lime/Gray | Blue/Gray | 12804 | UM04 | Executive | Umbrella | 46 | Golf | Lifestyles | 12804;UM04 | out | material | of | constructed | Pongee | an | Button | Use | Black | and | this | ribs | Auto-open | Features | For | Easy | a | Gray | metal | and | shaft | Handle | EVA | Included | Sling | Matching | Shoulder | May | available | Inventory | Late | Green | Orange | Blue | Multi-Color | transfer | Geo-Panel | Silkscreen |,http://ca.starline.com/content/image/product/pp_12804.jpg,http://ca.starline.com/content/image/product/tn_12804.jpg,4C                         ,25,49,17.09,50,99,16.54,100,249,15.99,250,499,14.89,50,49,34,9,18,31.5,1,0,0.98
12806,UM06,"60"" Square Golf Umbrella",Lifestyles and Golf,Golf,2011,N,China,N,3,"Auto-open function, molded comfort grip handle and fitted cover included., This vented windproof umbrella is designed to resist inversion and features black fiberglass shaft and frame, making it less conductive to lightning. , Protect yourself from natureÕs elements with elegant 60Ó square umbrella. , Constructed out of solid double layered Nylon with mesh.,",Polysleeve,$55.00(G)/color/Geopanel (GeoPanel: one time set-up),"Red/Black, Black/White, Blue/White, Lime/Gray","Multi-Color Transfer, Geo-Panel, Silkscreen","4""h x 8""w ",Silkscreen,Umbrella Panel 1,4,8,Umbrellas | Lime/Gray | 12806 | UM06 | 60 | Golf | Umbrella | Square | Lifestyles | 12806;UM06 | Grip | Cover | Included | Handle | molded | Comfort | fitted | Function | and | Auto-open | it | Features | this | to | Frame | resist | shaft | Black | is | Fiberglass | Less | to | Designed | vented | windproof | inversion | making | lightning | conductive | of | Solid | Nylon | constructed | Mesh | Layered | Double | out | with | protect | from | Elements | yourself | Elegant | 60Ó | natureÕs | available | Inventory | Late | May | Red/Black | Blue/White | Green/Gray | Black/White | Multi-Color | transfer | Silkscreen | Geo-Panel |,http://ca.starline.com/content/image/product/pp_12806.jpg,http://ca.starline.com/content/image/product/tn_12806.jpg,4C                         ,18,35,30.99,36,71,29.99,72,143,28.99,144,249,26.99,24,44,39,13,9,37.5,1,0,1.833333333
12901,GFA01,Divot Tool/Club Rest,Lifestyles and Golf,Golf,2011,N,China,N,3,"Features carabineer and ball marker., Constructed of lightweight Aluminum and features an indentation on the top that serves as a club rest for those wet greens. , Patent Pending,",Polybag,$55.00(G)/laser,"Black, Blue, Silver",Laser Engraving," 1/2""h x  1/2""w ",Laser Engraving,Top,0.5,0.5,12901 | GFA01 | Divot | Rest | Tool/Club | Lifestyles | Golf | 12901;GFA01 | and | Ball | Features | carabineer | marker | Pending | Patent | a | For | Wet | constructed | of | an | Club | Lightweight | Top | Those | the | That | on | as | Aluminum | Serves | indentation | greens | Early | Inventory | available | May | Black | Blue | Silver | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_12901.jpg,http://ca.starline.com/content/image/product/tn_12901.jpg,2ABC                       ,100,249,5.99,250,499,5.81,500,999,5.12,1000,2499,4.39,600,22,10,8,13,4,1.25,0.125,0.036666667
12906,GFA06,Divot Tool,Lifestyles and Golf,Golf,2011,N,China,N,3,"Folding divot tool is the perfect little golf accessory to take with you on the golf course., Constructed out of Stainless Steel.,",Polybag,$55.00(G),Stainless,Laser Engraving," 1/2""h x 1 1/2""w ",Laser Engraving,Front,0.5,1.5,and | 12906 | GFA06 | Divot | Tool | Lifestyles | Golf | 12906;GFA06 | little | Accessory | Folding | with | is | Perfect | on | course | the | You | the | to | take | of | constructed | out | steel | Stainless | available | Inventory | Mid-May | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_12906.jpg,http://ca.starline.com/content/image/product/tn_12906.jpg,2ABC                       ,100,249,5.89,250,499,5.7,500,999,5.02,1000,2499,4.29,320,35,11,9,6,5.5,1,0.25,0.109375
12924,GFA24,Mesh Ditty Bag,Lifestyles and Golf,Golf,2011,N,China,N,3,"Includes a metal carabineer to hook onto your golf bag or belt buckle., Constructed of 420D Dobby/Mesh, this handy ditty bag comes complete with a front zippered mesh pocket to hold all your valuables., A golf essential. ,",Bulk,$55.00(G)/color/location,Black,"Silkscreen, Geo-Panel"," 5/8""h x 3""w ",Silkscreen,Front Pocket,0.625,3,Geo-Panel | 12924 | GFA24 | Bag | Mesh | Ditty | Lifestyles | Golf | 12924;GFA24 | a | essential | your | Zippered | with | All | Complete | 420D | Front | Handy | Comes | hold | Valuables | Pocket | of | constructed | this | to | Dobby/Mesh | and | onto | or | Hook | carabineer | Buckle | belt | metal | Early | Inventory | available | June | Black | Silkscreen | Includes |,http://ca.starline.com/content/image/product/pp_12924.jpg,http://ca.starline.com/content/image/product/tn_12924.jpg,2ABC                       ,100,249,5.99,250,499,5.81,500,999,5.12,1000,2499,4.39,400,32,16,16,10,6,5,0.375,0.08
13003,CSR,Club Scrubber,Lifestyles and Golf,Golf,1999,N,Taiwan,N,3,"Brass and nylon brush with protective cover, 2 in 1 durable cleaner with molded handle and color coordinated swivel clip,",Polybag,$55.00(G)/color,"White, Black",Pad Printing," 5/8""h x 1 3/8""w ",Pad Printing,Front,0.625,1.375,Italian | on | CSR | $50.00 | Cover | swivel | Silkscreen | Attache | Handle | Durable | Finish | Scrubber | Japanese | one | (G)/unit. | Brush | Quartz | location | Cleaner | $0.50 | 2 | analog | one | 13003 | Color | (G)/color/location | Silver | Brass | Pad | and | Club | molded | In | Water | Leisure/Fitness |  | stitched | Golf | Standard | Lifestyles | Leather | clip | with | Includes | coordinated | movement | Black | matte | Printing | micron | Shock | Protective | Nylon | 1 | White | band | Resistant |,http://ca.starline.com/content/image/product/pp_13003.jpg,http://ca.starline.com/content/image/product/tn_13003.jpg,2ABC                       ,100,249,5.49,250,499,5.31,500,999,4.67,1000,2499,3.99,250,19,16,8,18,1.5,7,0,0.076
13016,CB30,30 Can Roller Cooler,Bags,Cooler Bags,2003,N,China,N,3,"Premimum inline skate wheels with study base and stand, Zippered top compartment for dry storage with rubber grip handle, Durable, high quality 420D Nylon, 30 can capacity with ice in lower compartment, Large front gusseted pocket, Telescopic pull handle, Heat sealed, leak resistant liner, 2 side mesh pockets,",Polybag,$55.00(G)/color/panel (GeoPanel: one time set-up),Blue,"Silkscreen, Embroidery, Geo-Panel","4""h x 6""w ",Silkscreen,Front Pocket,4,6,"Nylon | Telescopic | on | 420D | information | Color | or | Skate | Silkscreen | For | $50.00 | 6-8mm | High | Color: | $0.50 | Color, | Please | GeoPanel | Rubber | In |  | to | Grip | Pour | Wheels | Factory | Heatsealed, | Premimum | Zippered | Support | 4 | Foam | with | Liner | pricing | Pockets | Dry | 2 | ice | storage | Heat | Blue | Inline | Color | Top | PermaPatch | Sealed | Cooler | Durable | one | 13016 | contact | to | 30 | CB30 | Standard | (G)/unit | (up | insulation | Quality | process) | (G)/color/panel/patch/location | thick | Handle | Resistant | Pull | and | Leak | Side | Pocket | Screen | Includes | large | Can | Gusseted | pulls | Roller | Base | Capacity | Bags | Zipper | Heatsealed | Embroidery | Lower | Stand | (up | Durable, | Compartment | 4 | Front | location. | Geo-Panel | process) | Braided | Mesh | study | one |",http://ca.starline.com/content/image/product/pp_13016.jpg,http://ca.starline.com/content/image/product/tn_13016.jpg,4C                         ,12,24,49.69,25,49,48.12,50,99,46.54,100,249,43.39,4,18,22,19,14,18.5,13,10,4.5
13199,SG17GR,Bouton Anser Gray Glasses,Safety,Outdoor Sport Glasses,2014,N,Taiwan,N,3,"Lightweight comfort and protection combined in a low profile design, ANSI-Z87.1  approved,  Includes microfiber storage pouch and neck cord, Scratch-resistant polycarbonate lens provides 99.9% UVA and UVB protection, Soft rubber nosepiece provides more comfort and reduces slippage, Rubberized temple ends provide maximum comfort and fit, Bayonet-style wrap-around lenses with hinged arms,",Microfiber Pouch,$55.00 (G)/color/location.,Gray,"Silkscreen, Geo-Panel, Pad Printing","1""h x 2""w ",Silkscreen,Front Center of Bag,1,2,13199 | SG17GR | Glasses | Anser | Bouton | Gray | Safety | Sport | Outdoor | 13199;SG17GR | ANSI-Z87.1 | Approved |  | Design | Comfort | a | combined | Lightweight | Protection | and | Profile | In | Low | lenses | Bayonet-style | Hinged | with | wrap-around | arms | Rubberized | fit | Provide | Ends | Temple | Maximum | reduces | nosepiece | soft | slippage | More | Provides | Rubber | Lens | 99.9 | UVB | Polycarbonate | Scratch-resistant | UVA | neck | Cord | Includes | storage | Microfiber | pouch | Geo-Panel | Silkscreen | Printing | Pad | Sun | Sunglasses | Eyewear |,http://ca.starline.com/content/image/product/pp_13199.jpg,http://ca.starline.com/content/image/product/tn_13199.jpg,4C                         ,36,71,14.39,72,143,13.94,144,249,13.49,250,499,12.59,144,10.29,26,11,14,2,6,2.75,0.071458333
13201,SG01CL,Monteray Clear Glasses,Safety,Safety Eyewear,2011,N,Taiwan,N,5,"Commonly used in indoor applications that require impact protection, Ultra-lightweight protector with comfortable molded nosepiece, Scratch-resistant polycarbonate lens, Provides 99.9% UVA and UVB protection, ANSI-Z87.1&amp;#43; approved, Single curved lens design provides maximum protection, General purpose with impact protection and maximum visibility., Includes microfiber storage pouch, Reinforced hinge area for extended life,",Microfiber Pouch,$55.00 (G)/color/location.,Clear Lens,"Pad Printing, Geo-Panel"," 3/16""h x 1 5/8""w ",Pad Printing,Temple - Primary,0.1875,1.625,ANSI-Z87.1&amp;#43 | Z94.3-07 | SG01 | Sun | 13201 | SG01CL | Clear | Monteray | Glasses | Eyewear | performance | Safety | 13201;SG01CL | CSA | ANSI-Z87.1 | Approved | Z94.3-07and | Maximum | and | Protection | impact | with | General | Visibility | Purpose | require | In | Applications | That | Indoor | Commonly | used | Lens | Design | Curved | Provides | Single | extended | Area | reinforced | For | Life | hinge | Ultra-lightweight | molded | Comfortable | Protector | nosepiece | Scratch-resistant | Polycarbonate | UVA | 99.9 | UVB | Microfiber | pouch | Includes | storage | Pad | Printing | Geo-Panel | Sunglasses | sun-glasses |,http://ca.starline.com/content/image/product/pp_13201.jpg,http://ca.starline.com/content/image/product/tn_13201.jpg,2ABC                       ,96,191,7.19,192,575,6.98,576,1007,6.15,1008,2499,5.29,300,27,31,10,20,2,6,2.75,0.09
13202,SG01GR,Monteray Gray Glasses,Safety,Safety Eyewear,2011,N,Taiwan,N,5,"Provides protection from glare and light without distorting color perception, Provides 99.9% UVA and UVB protection, Ultra-lightweight protector with comfortable molded nosepiece, Commonly used in outdoor applications that require impact protection, Single curved lens design provides maximum protection, Reinforced hinge area for extended life, General purpose with impact protection and maximum visibility, Scratch-resistant polycarbonate lens, ANSI-Z87.1&amp;#43; approved, Includes microfiber storage pouch,",Microfiber Pouch,$55.00 (G)/color/location.,Gray Lens,"Pad Printing, Geo-Panel"," 3/16""h x 1 5/8""w ",Pad Printing,Temple - Primary,0.1875,1.625,ANSI-Z87.1&amp;#43 | Z94.3-07 | SG01 | Sun | 13202 | SG01GR | Gray | Glasses | Monteray | performance | Eyewear | Safety | 13202;SG01GR | Z94.3-07and | ANSI-Z87.1 | Approved | CSA | Protection | Visibility | Maximum | and | Purpose | with | impact | General | Commonly | In | Applications | Outdoor | That | require | used | Light | glare | Color | without | from | Provides | distorting | perception | Single | Design | Lens | Curved | reinforced | Life | Area | extended | For | hinge | Protector | Comfortable | molded | nosepiece | Ultra-lightweight | Scratch-resistant | Polycarbonate | 99.9 | UVB | UVA | storage | Microfiber | Includes | pouch | Pad | Printing | Geo-Panel | sun-glasses | Sunglasses |,http://ca.starline.com/content/image/product/pp_13202.jpg,http://ca.starline.com/content/image/product/tn_13202.jpg,2ABC                       ,96,191,7.39,192,575,7.16,576,1007,6.3,1008,2499,5.39,300,27,32,10,20,2,6,2.75,0.09
13205,SG03CL,Corona Clear Glasses,Safety,Safety Eyewear,2011,N,Taiwan,N,5,"Anti-Fog lenses, Temple ends soft and durable; rubberized jackets for wearerÕs comfort, Commonly used in indoor applications that require impact protection, Sleek lines with integrated nosepiece, Scratch-resistant polycarbonate lens, Comfortable lightweight wrap-around lens, ANSI-Z87.1&amp;#43; approved, Provides 99.9% UVA and UVB protection, Includes microfiber storage pouch, Stylish modern design combined with safety.,",Microfiber Pouch,$55.00 (G)/color/location.,Clear Lens,"Geo-Panel, Pad Printing"," 5/16""h x 1 1/8""w ",Pad Printing,Lens,0.3125,1.125,Z94.3-07 | ANSI-Z87.1&amp;#43 | SG03 | Sun | 13205 | SG03CL | Clear | Glasses | Corona | performance | Eyewear | Safety | 13205;SG03CL | Approved | Z94.3-07and | ANSI-Z87.1 | CSA |  | stylish | with | Modern | Design | combined | That | Protection | In | require | used | Indoor | Commonly | impact | Applications | lenses | Anti-Fog | Sleek | nosepiece | Integrated | lines | Ends | jackets | soft | and | Rubberized | Comfort | Durable | Temple | For | wearerÕs | wrap-around | Comfortable | Lens | Lightweight | Scratch-resistant | Polycarbonate | Provides | 99.9 | UVA | UVB | pouch | storage | Microfiber | Includes | Printing | Pad | Geo-Panel | Sunglasses | sun-glasses |,http://ca.starline.com/content/image/product/pp_13205.jpg,http://ca.starline.com/content/image/product/tn_13205.jpg,2ABC                       ,72,143,9.79,144,287,9.5,288,575,8.37,576,999,7.19,300,30,32,10,20,2,6,2.75,0.1
13206,SG03AM,Corona Amber Glasses,Safety,Safety Eyewear,2011,N,Taiwan,N,5,"Temple ends soft and durable; rubberized jackets for wearerÕs comfort, Provides 99.9% UVA and UVB protection , Commonly used in indoor, low light applications.  Amber enhances contrast., ANSI-Z87.1&amp;#43; approved, Sleek lines with integrated nosepiece, Stylish modern design combined with safety., Scratch-resistant polycarbonate lens, Comfortable lightweight wrap-around lens, Anti-Fog lenses, Includes microfiber storage pouch,",Microfiber Pouch,$55.00 (G)/color/location.,Amber Lens,"Pad Printing, Geo-Panel","2""h x 3""w ",Pad Printing,Top of Pouch,2,3,lenses | Sun | ANSI-Z87.1&amp;#43 | Z94.3-07 | SG03 | Anti-Fog | 13206 | SG03AM | Glasses | Corona | Amber | Eyewear | performance | Safety | 13206;SG03AM | Z94.3-07and | ANSI-Z87.1 | Approved | CSA | Modern | Design | stylish | with | combined | Light | Indoor | Applications | Enhances | Contrast | Commonly | used | Low |  | In | nosepiece | Integrated | lines | Sleek | Temple | Ends | wearerÕs | soft | jackets | and | Durable | For | Comfort | Rubberized | Lens | wrap-around | Comfortable | Lightweight | Polycarbonate | Scratch-resistant | UVA | 99.9 | UVB | Provides | Protection | pouch | Microfiber | storage | Includes | Geo-Panel | Pad | Printing | sun-glasses | Sunglasses |,http://ca.starline.com/content/image/product/pp_13206.jpg,http://ca.starline.com/content/image/product/tn_13206.jpg,2ABC                       ,72,143,7.79,144,287,7.55,288,575,6.64,576,999,5.69,144,27,31,10,20,2,6,2.75,0.1875
